	C:\Users\BTSUser\Desktop\Cooper Jump\Biomechanics_Spring 2024\Emily_CMJ.c3d	C:\Users\BTSUser\Desktop\Cooper Jump\Biomechanics_Spring 2024\Emily_CMJ.c3d
	TIME	FS1_1
	FRAME_NUMBERS	FORCE
	ORIGINAL	ORIGINAL
ITEM	X	Y
1066	2.130000	538.978394
1067	2.132000	539.489502
1068	2.134000	539.232422
1069	2.136000	539.744324
1070	2.138000	539.991211
1071	2.140000	539.733643
1072	2.142000	539.211060
1073	2.144000	540.771729
1074	2.146000	539.988892
1075	2.148000	540.500122
1076	2.150000	540.750488
1077	2.152000	540.226501
1078	2.154000	540.751343
1079	2.156000	539.176514
1080	2.158000	539.682922
1081	2.160000	539.162598
1082	2.162000	539.154480
1083	2.164000	538.633057
1084	2.166000	539.144409
1085	2.168000	538.868652
1086	2.170000	539.114014
1087	2.172000	538.596069
1088	2.174000	537.808228
1089	2.176000	538.065247
1090	2.178000	537.520813
1091	2.180000	536.731201
1092	2.182000	536.973022
1093	2.184000	536.447998
1094	2.186000	536.174133
1095	2.188000	534.856323
1096	2.190000	533.799255
1097	2.192000	533.010010
1098	2.194000	531.938660
1099	2.196000	531.921814
1100	2.198000	530.864258
1101	2.200000	530.329285
1102	2.202000	529.523682
1103	2.204000	528.979126
1104	2.206000	528.951416
1105	2.208000	527.377686
1106	2.210000	526.824280
1107	2.212000	526.795593
1108	2.214000	524.686096
1109	2.216000	525.187012
1110	2.218000	524.889221
1111	2.220000	523.819031
1112	2.222000	523.005249
1113	2.224000	524.006104
1114	2.226000	522.672668
1115	2.228000	521.598877
1116	2.230000	521.302551
1117	2.232000	520.212097
1118	2.234000	518.358582
1119	2.236000	517.022095
1120	2.238000	514.907227
1121	2.240000	513.835876
1122	2.242000	511.456421
1123	2.244000	509.854340
1124	2.246000	506.440460
1125	2.248000	504.837158
1126	2.250000	501.946655
1127	2.252000	498.534210
1128	2.254000	494.605011
1129	2.256000	492.751892
1130	2.258000	488.824646
1131	2.260000	484.890961
1132	2.262000	479.917603
1133	2.264000	474.419800
1134	2.266000	469.722015
1135	2.268000	464.488220
1136	2.270000	460.042053
1137	2.272000	454.568665
1138	2.274000	448.829163
1139	2.276000	442.039185
1140	2.278000	435.788330
1141	2.280000	429.006958
1142	2.282000	423.023987
1143	2.284000	415.468811
1144	2.286000	410.009094
1145	2.288000	403.507385
1146	2.290000	396.755768
1147	2.292000	390.002136
1148	2.294000	382.993073
1149	2.296000	375.202637
1150	2.298000	366.373901
1151	2.300000	359.377197
1152	2.302000	350.815277
1153	2.304000	341.983948
1154	2.306000	333.697723
1155	2.308000	324.374786
1156	2.310000	315.825684
1157	2.312000	306.779907
1158	2.314000	297.438019
1159	2.316000	287.345337
1160	2.318000	278.541931
1161	2.320000	268.984650
1162	2.322000	261.246094
1163	2.324000	252.199921
1164	2.326000	243.676331
1165	2.328000	234.371063
1166	2.330000	226.886856
1167	2.332000	219.152161
1168	2.334000	212.191574
1169	2.336000	203.936127
1170	2.338000	197.766525
1171	2.340000	191.575745
1172	2.342000	186.424133
1173	2.344000	180.759750
1174	2.346000	176.396454
1175	2.348000	171.760498
1176	2.350000	168.153976
1177	2.352000	165.315338
1178	2.354000	163.782028
1179	2.356000	162.755005
1180	2.358000	160.692047
1181	2.360000	161.489914
1182	2.362000	160.719086
1183	2.364000	159.941742
1184	2.366000	159.173599
1185	2.368000	159.429581
1186	2.370000	159.680389
1187	2.372000	160.442047
1188	2.374000	161.461548
1189	2.376000	163.271423
1190	2.378000	165.576111
1191	2.380000	168.148636
1192	2.382000	169.929016
1193	2.384000	172.502686
1194	2.386000	175.321625
1195	2.388000	178.921875
1196	2.390000	181.214813
1197	2.392000	184.290283
1198	2.394000	185.035263
1199	2.396000	187.342010
1200	2.398000	188.879166
1201	2.400000	190.412292
1202	2.402000	190.143753
1203	2.404000	190.646271
1204	2.406000	190.379822
1205	2.408000	191.154465
1206	2.410000	190.643280
1207	2.412000	190.647339
1208	2.414000	190.655075
1209	2.416000	189.642944
1210	2.418000	190.980255
1211	2.420000	189.169586
1212	2.422000	189.716461
1213	2.424000	188.711578
1214	2.426000	189.264755
1215	2.428000	189.539780
1216	2.430000	190.630966
1217	2.432000	191.954086
1218	2.434000	193.043365
1219	2.436000	194.376495
1220	2.438000	196.220215
1221	2.440000	198.329071
1222	2.442000	201.992493
1223	2.444000	204.882416
1224	2.446000	209.320435
1225	2.448000	215.312332
1226	2.450000	222.366211
1227	2.452000	229.400894
1228	2.454000	236.956696
1229	2.456000	245.025635
1230	2.458000	253.360794
1231	2.460000	262.462097
1232	2.462000	271.824249
1233	2.464000	281.442841
1234	2.466000	291.312195
1235	2.468000	301.200836
1236	2.470000	311.084564
1237	2.472000	321.231110
1238	2.474000	331.107178
1239	2.476000	341.254822
1240	2.478000	352.196838
1241	2.480000	362.602234
1242	2.482000	373.275208
1243	2.484000	384.205170
1244	2.486000	396.177979
1245	2.488000	407.120117
1246	2.490000	417.527374
1247	2.492000	429.781555
1248	2.494000	439.678711
1249	2.496000	451.677826
1250	2.498000	463.414368
1251	2.500000	474.368530
1252	2.502000	486.387756
1253	2.504000	496.839172
1254	2.506000	506.518311
1255	2.508000	515.407654
1256	2.510000	525.074524
1257	2.512000	533.966309
1258	2.514000	543.394775
1259	2.516000	552.819336
1260	2.518000	562.483276
1261	2.520000	573.461426
1262	2.522000	583.906372
1263	2.524000	593.566528
1264	2.526000	603.498962
1265	2.528000	612.625488
1266	2.530000	623.848572
1267	2.532000	633.765564
1268	2.534000	643.143005
1269	2.536000	653.057800
1270	2.538000	664.009521
1271	2.540000	674.949951
1272	2.542000	686.949219
1273	2.544000	698.401123
1274	2.546000	709.601379
1275	2.548000	721.305115
1276	2.550000	732.245239
1277	2.552000	741.879028
1278	2.554000	752.825623
1279	2.556000	761.159546
1280	2.558000	770.282593
1281	2.560000	778.894592
1282	2.562000	786.200439
1283	2.564000	794.546143
1284	2.566000	802.353394
1285	2.568000	810.699036
1286	2.570000	817.222534
1287	2.572000	824.777527
1288	2.574000	831.826782
1289	2.576000	838.860168
1290	2.578000	844.600464
1291	2.580000	851.122925
1292	2.582000	857.122070
1293	2.584000	862.332214
1294	2.586000	867.557861
1295	2.588000	872.503784
1296	2.590000	876.669189
1297	2.592000	878.789795
1298	2.594000	882.430054
1299	2.596000	887.600342
1300	2.598000	891.752930
1301	2.600000	896.670532
1302	2.602000	901.077148
1303	2.604000	905.749451
1304	2.606000	910.170410
1305	2.608000	915.614929
1306	2.610000	920.282959
1307	2.612000	924.695557
1308	2.614000	929.366943
1309	2.616000	934.030090
1310	2.618000	938.442505
1311	2.620000	942.593201
1312	2.622000	947.293030
1313	2.624000	951.184326
1314	2.626000	956.360107
1315	2.628000	961.057983
1316	2.630000	965.469727
1317	2.632000	969.641968
1318	2.634000	974.584106
1319	2.636000	978.489502
1320	2.638000	982.920410
1321	2.640000	986.577148
1322	2.642000	988.925049
1323	2.644000	992.595947
1324	2.646000	994.685547
1325	2.648000	997.049438
1326	2.650000	1000.179382
1327	2.652000	1002.804688
1328	2.654000	1004.912354
1329	2.656000	1008.053589
1330	2.658000	1011.198059
1331	2.660000	1013.816650
1332	2.662000	1016.967407
1333	2.664000	1018.793335
1334	2.666000	1019.862549
1335	2.668000	1023.258301
1336	2.670000	1025.073853
1337	2.672000	1027.183472
1338	2.674000	1029.010010
1339	2.676000	1032.397339
1340	2.678000	1035.005859
1341	2.680000	1036.058594
1342	2.682000	1038.936646
1343	2.684000	1040.503296
1344	2.686000	1041.811035
1345	2.688000	1043.122070
1346	2.690000	1044.952271
1347	2.692000	1044.713379
1348	2.694000	1046.533936
1349	2.696000	1046.543945
1350	2.698000	1046.807983
1351	2.700000	1047.078735
1352	2.702000	1046.317017
1353	2.704000	1046.332764
1354	2.706000	1045.584106
1355	2.708000	1045.077759
1356	2.710000	1044.566162
1357	2.712000	1043.044922
1358	2.714000	1040.460449
1359	2.716000	1038.392212
1360	2.718000	1036.081421
1361	2.720000	1033.760864
1362	2.722000	1031.712646
1363	2.724000	1029.137695
1364	2.726000	1027.600464
1365	2.728000	1024.240967
1366	2.730000	1021.684448
1367	2.732000	1019.625061
1368	2.734000	1016.008057
1369	2.736000	1012.657104
1370	2.738000	1009.032959
1371	2.740000	1006.468628
1372	2.742000	1003.379028
1373	2.744000	999.227661
1374	2.746000	996.124207
1375	2.748000	991.982544
1376	2.750000	988.877686
1377	2.752000	986.557617
1378	2.754000	983.196716
1379	2.756000	979.556213
1380	2.758000	976.695190
1381	2.760000	973.329346
1382	2.762000	969.942322
1383	2.764000	966.055054
1384	2.766000	961.890991
1385	2.768000	958.261963
1386	2.770000	954.872253
1387	2.772000	950.736206
1388	2.774000	949.631226
1389	2.776000	946.472534
1390	2.778000	943.339172
1391	2.780000	939.155518
1392	2.782000	936.271851
1393	2.784000	933.129517
1394	2.786000	929.468262
1395	2.788000	925.548706
1396	2.790000	923.199829
1397	2.792000	919.540771
1398	2.794000	915.637451
1399	2.796000	911.979492
1400	2.798000	908.581970
1401	2.800000	905.729736
1402	2.802000	901.288513
1403	2.804000	899.196289
1404	2.806000	895.289551
1405	2.808000	892.673279
1406	2.810000	889.531494
1407	2.812000	887.194275
1408	2.814000	884.033813
1409	2.816000	881.949097
1410	2.818000	879.582642
1411	2.820000	877.221313
1412	2.822000	875.137024
1413	2.824000	873.027832
1414	2.826000	870.144958
1415	2.828000	868.563721
1416	2.830000	866.728882
1417	2.832000	865.928589
1418	2.834000	864.083679
1419	2.836000	862.516846
1420	2.838000	861.447388
1421	2.840000	860.129944
1422	2.842000	860.115845
1423	2.844000	858.537964
1424	2.846000	857.235229
1425	2.848000	856.708069
1426	2.850000	855.385498
1427	2.852000	854.081909
1428	2.854000	853.023926
1429	2.856000	852.226929
1430	2.858000	852.481079
1431	2.860000	851.939209
1432	2.862000	852.452637
1433	2.864000	853.237122
1434	2.866000	852.963989
1435	2.868000	854.511658
1436	2.870000	855.298706
1437	2.872000	856.595215
1438	2.874000	858.937317
1439	2.876000	859.990723
1440	2.878000	862.606201
1441	2.880000	864.702637
1442	2.882000	866.816040
1443	2.884000	868.944946
1444	2.886000	871.066895
1445	2.888000	873.441833
1446	2.890000	875.824829
1447	2.892000	880.023193
1448	2.894000	884.743530
1449	2.896000	887.658936
1450	2.898000	892.142273
1451	2.900000	896.091675
1452	2.902000	900.595764
1453	2.904000	904.057007
1454	2.906000	907.257935
1455	2.908000	911.752686
1456	2.910000	914.684326
1457	2.912000	919.695679
1458	2.914000	923.664063
1459	2.916000	929.725586
1460	2.918000	933.954163
1461	2.920000	938.463318
1462	2.922000	942.194519
1463	2.924000	946.196045
1464	2.926000	949.413940
1465	2.928000	952.386230
1466	2.930000	954.314941
1467	2.932000	955.982727
1468	2.934000	958.424805
1469	2.936000	959.057129
1470	2.938000	960.974609
1471	2.940000	962.374268
1472	2.942000	963.257202
1473	2.944000	963.095825
1474	2.946000	964.729858
1475	2.948000	967.908569
1476	2.950000	972.358032
1477	2.952000	976.031738
1478	2.954000	977.651550
1479	2.956000	978.487549
1480	2.958000	975.148193
1481	2.960000	970.994751
1482	2.962000	965.278870
1483	2.964000	959.819214
1484	2.966000	954.623413
1485	2.968000	949.721924
1486	2.970000	941.938843
1487	2.972000	933.660156
1488	2.974000	923.553589
1489	2.976000	910.815552
1490	2.978000	896.526978
1491	2.980000	881.171753
1492	2.982000	865.274902
1493	2.984000	848.343140
1494	2.986000	830.125244
1495	2.988000	809.570068
1496	2.990000	787.175415
1497	2.992000	764.778870
1498	2.994000	739.260498
1499	2.996000	714.488770
1500	2.998000	685.534668
1501	3.000000	658.128967
1502	3.002000	630.963196
1503	3.004000	600.426208
1504	3.006000	567.790283
1505	3.008000	535.664063
1506	3.010000	501.184631
1507	3.012000	466.425476
1508	3.014000	431.681610
1509	3.016000	396.395844
1510	3.018000	360.047913
1511	3.020000	324.740906
1512	3.022000	291.512604
1513	3.024000	259.594025
1514	3.026000	197.508133
1515	3.028000	178.061752
1516	3.030000	158.099213
1517	3.032000	139.706299
1518	3.034000	120.780739
1519	3.036000	103.165543
1520	3.038000	87.135994
1521	3.040000	71.633286
1522	3.042000	57.698925
1523	3.044000	46.658939
1524	3.046000	0.000000
1525	3.048000	0.000000
1526	3.050000	0.000000
1527	3.052000	0.000000
1528	3.054000	0.000000
1529	3.056000	0.000000
1530	3.058000	0.000000
1531	3.060000	0.000000
1532	3.062000	0.000000
1533	3.064000	0.000000
1534	3.066000	0.000000
1535	3.068000	0.000000
1536	3.070000	0.000000
1537	3.072000	0.000000
1538	3.074000	0.000000
1539	3.076000	0.000000
1540	3.078000	0.000000
1541	3.080000	0.000000
1542	3.082000	0.000000
1543	3.084000	0.000000
1544	3.086000	0.000000
1545	3.088000	0.000000
1546	3.090000	0.000000
1547	3.092000	0.000000
1548	3.094000	0.000000
1549	3.096000	0.000000
1550	3.098000	0.000000
1551	3.100000	0.000000
1552	3.102000	0.000000
1553	3.104000	0.000000
1554	3.106000	0.000000
1555	3.108000	0.000000
1556	3.110000	0.000000
1557	3.112000	0.000000
1558	3.114000	0.000000
1559	3.116000	0.000000
1560	3.118000	0.000000
1561	3.120000	0.000000
1562	3.122000	0.000000
1563	3.124000	0.000000
1564	3.126000	0.000000
1565	3.128000	0.000000
1566	3.130000	0.000000
1567	3.132000	0.000000
1568	3.134000	0.000000
1569	3.136000	0.000000
1570	3.138000	0.000000
1571	3.140000	0.000000
1572	3.142000	0.000000
1573	3.144000	0.000000
1574	3.146000	0.000000
1575	3.148000	0.000000
1576	3.150000	0.000000
1577	3.152000	0.000000
1578	3.154000	0.000000
1579	3.156000	0.000000
1580	3.158000	0.000000
1581	3.160000	0.000000
1582	3.162000	0.000000
1583	3.164000	0.000000
1584	3.166000	0.000000
1585	3.168000	0.000000
1586	3.170000	0.000000
1587	3.172000	0.000000
1588	3.174000	0.000000
1589	3.176000	0.000000
1590	3.178000	0.000000
1591	3.180000	0.000000
1592	3.182000	0.000000
1593	3.184000	0.000000
1594	3.186000	0.000000
1595	3.188000	0.000000
1596	3.190000	0.000000
1597	3.192000	0.000000
1598	3.194000	0.000000
1599	3.196000	0.000000
1600	3.198000	0.000000
1601	3.200000	0.000000
1602	3.202000	0.000000
1603	3.204000	0.000000
1604	3.206000	0.000000
1605	3.208000	0.000000
1606	3.210000	0.000000
1607	3.212000	0.000000
1608	3.214000	0.000000
1609	3.216000	0.000000
1610	3.218000	0.000000
1611	3.220000	0.000000
1612	3.222000	0.000000
1613	3.224000	0.000000
1614	3.226000	0.000000
1615	3.228000	0.000000
1616	3.230000	0.000000
1617	3.232000	0.000000
1618	3.234000	0.000000
1619	3.236000	0.000000
1620	3.238000	0.000000
1621	3.240000	0.000000
1622	3.242000	0.000000
1623	3.244000	0.000000
1624	3.246000	0.000000
1625	3.248000	0.000000
1626	3.250000	0.000000
1627	3.252000	0.000000
1628	3.254000	0.000000
1629	3.256000	0.000000
1630	3.258000	0.000000
1631	3.260000	0.000000
1632	3.262000	0.000000
1633	3.264000	0.000000
1634	3.266000	0.000000
1635	3.268000	0.000000
1636	3.270000	0.000000
1637	3.272000	0.000000
1638	3.274000	0.000000
1639	3.276000	0.000000
1640	3.278000	0.000000
1641	3.280000	0.000000
1642	3.282000	0.000000
1643	3.284000	0.000000
1644	3.286000	0.000000
1645	3.288000	0.000000
1646	3.290000	0.000000
1647	3.292000	0.000000
1648	3.294000	0.000000
1649	3.296000	0.000000
1650	3.298000	0.000000
1651	3.300000	0.000000
1652	3.302000	0.000000
1653	3.304000	0.000000
1654	3.306000	0.000000
1655	3.308000	0.000000
1656	3.310000	0.000000
1657	3.312000	0.000000
1658	3.314000	0.000000
1659	3.316000	0.000000
1660	3.318000	0.000000
1661	3.320000	0.000000
1662	3.322000	0.000000
1663	3.324000	0.000000
1664	3.326000	0.000000
1665	3.328000	0.000000
1666	3.330000	0.000000
1667	3.332000	0.000000
1668	3.334000	0.000000
1669	3.336000	0.000000
1670	3.338000	0.000000
1671	3.340000	0.000000
1672	3.342000	0.000000
1673	3.344000	0.000000
1674	3.346000	0.000000
1675	3.348000	0.000000
1676	3.350000	0.000000
1677	3.352000	0.000000
1678	3.354000	0.000000
1679	3.356000	0.000000
1680	3.358000	0.000000
1681	3.360000	0.000000
1682	3.362000	0.000000
1683	3.364000	0.000000
1684	3.366000	0.000000
1685	3.368000	0.000000
1686	3.370000	0.000000
1687	3.372000	0.000000
1688	3.374000	0.000000
1689	3.376000	0.000000
1690	3.378000	0.000000
1691	3.380000	0.000000
1692	3.382000	0.000000
1693	3.384000	0.000000
1694	3.386000	0.000000
1695	3.388000	0.000000
1696	3.390000	0.000000
1697	3.392000	0.000000
1698	3.394000	0.000000
1699	3.396000	0.000000
1700	3.398000	0.000000
1701	3.400000	0.000000
1702	3.402000	0.000000
1703	3.404000	0.000000
1704	3.406000	49.891178
1705	3.408000	58.664009
1706	3.410000	55.783344
1707	3.412000	71.021263
1708	3.414000	84.022011
1709	3.416000	108.265121
1710	3.418000	149.264145
1711	3.420000	196.580856
1712	3.422000	247.840103
1713	3.424000	315.435974
1714	3.426000	403.811279
1715	3.428000	515.605774
1716	3.430000	504.700867
1717	3.432000	448.333740
1718	3.434000	428.628693
1719	3.436000	447.790619
1720	3.438000	499.335571
1721	3.440000	589.927002
1722	3.442000	708.949341
1723	3.444000	822.298035
1724	3.446000	917.173096
1725	3.448000	976.143005
1726	3.450000	1000.093994
1727	3.452000	1007.118286
1728	3.454000	1035.871094
1729	3.456000	1096.662598
1730	3.458000	1182.104492
1731	3.460000	1270.372803
1732	3.462000	1339.807251
1733	3.464000	1374.256958
1734	3.466000	1385.163086
1735	3.468000	1393.062256
1736	3.470000	1418.156982
1737	3.472000	1468.422485
1738	3.474000	1540.615723
1739	3.476000	1630.243042
1740	3.478000	1717.618286
1741	3.480000	1789.337646
1742	3.482000	1840.559814
1743	3.484000	1876.050171
1744	3.486000	1907.333008
1745	3.488000	1930.014526
1746	3.490000	1947.435547
1747	3.492000	1980.780640
1748	3.494000	2014.912842
1749	3.496000	2021.609863
1750	3.498000	1989.675659
1751	3.500000	1927.745361
1752	3.502000	1843.202637
1753	3.504000	1748.583252
1754	3.506000	1665.703369
1755	3.508000	1602.128174
1756	3.510000	1551.796387
1757	3.512000	1503.261841
1758	3.514000	1457.341675
1759	3.516000	1414.643799
1760	3.518000	1377.450562
1761	3.520000	1344.749512
1762	3.522000	1321.067627
1763	3.524000	1309.006592
1764	3.526000	1301.015869
1765	3.528000	1295.586914
1766	3.530000	1289.356201
1767	3.532000	1282.568115
1768	3.534000	1270.807861
1769	3.536000	1259.755859
1770	3.538000	1250.232910
1771	3.540000	1245.921387
1772	3.542000	1243.212891
1773	3.544000	1243.371826
1774	3.546000	1241.682617
1775	3.548000	1238.390015
1776	3.550000	1231.137573
1777	3.552000	1224.921509
1778	3.554000	1219.758545
1779	3.556000	1215.627441
1780	3.558000	1213.591675
1781	3.560000	1211.313965
1782	3.562000	1208.039551
1783	3.564000	1201.131104
1784	3.566000	1192.395996
1785	3.568000	1181.825684
1786	3.570000	1169.976563
1787	3.572000	1156.103516
1788	3.574000	1140.981934
1789	3.576000	1124.612305
1790	3.578000	1107.477539
1791	3.580000	1089.079834
1792	3.582000	1068.311523
1793	3.584000	1046.510254
1794	3.586000	1024.962402
1795	3.588000	1002.616760
1796	3.590000	980.286133
1797	3.592000	956.936890
1798	3.594000	933.333374
1799	3.596000	910.010498
1800	3.598000	885.123047
1801	3.600000	864.279541
1802	3.602000	840.611633
1803	3.604000	817.993896
1804	3.606000	795.119934
1805	3.608000	772.548828
1806	3.610000	750.730225
1807	3.612000	729.195435
1808	3.614000	707.132324
1809	3.616000	685.838989
1810	3.618000	664.558472
1811	3.620000	644.830078
1812	3.622000	625.870056
1813	3.624000	607.960083
1814	3.626000	590.303589
1815	3.628000	572.907776
1816	3.630000	556.806946
1817	3.632000	540.963928
1818	3.634000	525.626526
1819	3.636000	511.336578
1820	3.638000	497.036194
1821	3.640000	484.563110
1822	3.642000	471.304443
1823	3.644000	459.088196
1824	3.646000	448.959167
1825	3.648000	435.960571
1826	3.650000	425.825195
1827	3.652000	415.188019
1828	3.654000	404.251953
1829	3.656000	394.377014
1830	3.658000	385.017853
1831	3.660000	376.428528
1832	3.662000	367.594849
1833	3.664000	360.051941
1834	3.666000	351.979431
1835	3.668000	345.230804
1836	3.670000	337.434021
1837	3.672000	330.681030
1838	3.674000	324.696625
1839	3.676000	318.453186
1840	3.678000	312.991211
1841	3.680000	308.572693
1842	3.682000	303.626862
1843	3.684000	298.683228
1844	3.686000	295.059662
1845	3.688000	290.900421
1846	3.690000	288.309509
1847	3.692000	285.990784
1848	3.694000	283.913940
1849	3.696000	282.109039
1850	3.698000	280.571472
1851	3.700000	279.797333
1852	3.702000	277.740356
1853	3.704000	276.735107
1854	3.706000	276.512299
1855	3.708000	275.239227
1856	3.710000	274.740295
1857	3.712000	275.300079
1858	3.714000	276.357758
1859	3.716000	277.942902
1860	3.718000	280.561188
1861	3.720000	282.137756
1862	3.722000	284.224579
1863	3.724000	287.371643
1864	3.726000	290.255432
1865	3.728000	292.330170
1866	3.730000	294.945923
1867	3.732000	298.329407
1868	3.734000	303.010742
1869	3.736000	305.857727
1870	3.738000	310.291626
1871	3.740000	315.229187
1872	3.742000	319.913422
1873	3.744000	325.116455
1874	3.746000	331.354126
1875	3.748000	337.857300
1876	3.750000	344.615051
1877	3.752000	352.417847
1878	3.754000	359.972717
1879	3.756000	368.298584
1880	3.758000	376.608643
1881	3.760000	384.675720
1882	3.762000	392.741150
1883	3.764000	401.851624
1884	3.766000	410.688782
1885	3.768000	419.011414
1886	3.770000	428.364899
1887	3.772000	437.468323
1888	3.774000	447.098206
1889	3.776000	456.204346
1890	3.778000	465.831909
1891	3.780000	475.476318
1892	3.782000	483.799377
1893	3.784000	491.862488
1894	3.786000	500.483093
1895	3.788000	507.261322
1896	3.790000	514.306641
1897	3.792000	519.522339
1898	3.794000	525.256165
1899	3.796000	530.494751
1900	3.798000	535.718628
1901	3.800000	541.205139
1902	3.802000	545.903259
1903	3.804000	549.038879
1904	3.806000	554.003662
1905	3.808000	557.146851
1906	3.810000	560.808044
1907	3.812000	563.677551
1908	3.814000	566.297363
1909	3.816000	568.394714
1910	3.818000	569.707397
1911	3.820000	570.995422
1912	3.822000	572.577026
1913	3.824000	574.120728
1914	3.826000	575.419250
1915	3.828000	577.509399
1916	3.830000	578.802063
1917	3.832000	580.628540
1918	3.834000	582.713013
1919	3.836000	584.282471
1920	3.838000	585.840210
1921	3.840000	586.095825
1922	3.842000	587.654480
1923	3.844000	589.475098
1924	3.846000	590.250610
1925	3.848000	589.720581
1926	3.850000	591.008911
1927	3.852000	592.066711
1928	3.854000	591.288269
1929	3.856000	589.450317
1930	3.858000	587.885742
1931	3.860000	587.884644
1932	3.862000	586.324890
1933	3.864000	584.501648
1934	3.866000	582.933411
1935	3.868000	581.376221
1936	3.870000	579.561462
1937	3.872000	576.699951
1938	3.874000	574.614258
1939	3.876000	571.757385
1940	3.878000	568.899780
1941	3.880000	565.525269
1942	3.882000	562.671326
1943	3.884000	559.028442
1944	3.886000	556.706604
1945	3.888000	553.327637
1946	3.890000	550.209167
1947	3.892000	547.343628
1948	3.894000	545.010864
1949	3.896000	542.157410
1950	3.898000	540.350159
1951	3.900000	537.487061
1952	3.902000	534.620972
1953	3.904000	533.601440
1954	3.906000	531.786011
1955	3.908000	529.711426
1956	3.910000	528.144653
1957	3.912000	526.319763
1958	3.914000	525.021362
1959	3.916000	525.282288
1960	3.918000	523.723267
1961	3.920000	522.679199
1962	3.922000	521.893677
1963	3.924000	520.858276
1964	3.926000	519.276123
1965	3.928000	518.758362
1966	3.930000	517.701416
1967	3.932000	517.447693
1968	3.934000	517.440308
1969	3.936000	516.399780
1970	3.938000	515.874817
1971	3.940000	514.831177
1972	3.942000	514.309692
1973	3.944000	512.740479
1974	3.946000	512.201843
1975	3.948000	512.467773
1976	3.950000	512.451233
1977	3.952000	512.963623
1978	3.954000	512.445313
1979	3.956000	512.443481
1980	3.958000	512.694153
1981	3.960000	513.201660
1982	3.962000	511.889954
1983	3.964000	511.634277
1984	3.966000	512.401550
1985	3.968000	511.867676
1986	3.970000	512.382996
1987	3.972000	512.645142
1988	3.974000	512.379089
1989	3.976000	512.890625
1990	3.978000	512.365173
1991	3.980000	512.877625
1992	3.982000	512.868530
1993	3.984000	513.385071
1994	3.986000	513.100647
1995	3.988000	514.130127
1996	3.990000	514.107056
1997	3.992000	515.400635
1998	3.994000	516.688232
1999	3.996000	517.452942
2000	3.998000	519.268494
2001	4.000000	520.033081
2002	4.002000	521.840393
2003	4.004000	522.866028
2004	4.006000	525.465759
2005	4.008000	526.230957
2006	4.010000	528.046814
2007	4.012000	529.070251
2008	4.014000	530.880737
2009	4.016000	532.178711
2010	4.018000	533.467957
2011	4.020000	535.014404
2012	4.022000	536.570068
2013	4.024000	537.343201
2014	4.026000	538.891663
2015	4.028000	539.923889
2016	4.030000	542.003113
2017	4.032000	543.040955
2018	4.034000	544.335022
2019	4.036000	545.616150
2020	4.038000	547.198242
2021	4.040000	547.715210
2022	4.042000	549.009583
2023	4.044000	549.530884
2024	4.046000	550.560547
2025	4.048000	551.094849
2026	4.050000	550.051758
2027	4.052000	550.840820
2028	4.054000	550.554749
2029	4.056000	551.338501
2030	4.058000	550.291382
2031	4.060000	550.552063
2032	4.062000	550.284119
2033	4.064000	549.243774
2034	4.066000	549.488403
2035	4.068000	549.230042
2036	4.070000	547.910645
2037	4.072000	548.426086
2038	4.074000	547.369507
2039	4.076000	546.852600
2040	4.078000	547.368164
2041	4.080000	547.347412
2042	4.082000	546.561096
2043	4.084000	546.285889
2044	4.086000	545.508301
2045	4.088000	546.267212
2046	4.090000	545.480347
2047	4.092000	545.198486
2048	4.094000	544.681885
2049	4.096000	545.456360
2050	4.098000	544.922607
2051	4.100000	544.119446
2052	4.102000	544.646729
2053	4.104000	544.889038
2054	4.106000	544.891174
2055	4.108000	544.355164
2056	4.110000	543.833252
2057	4.112000	544.349854
2058	4.114000	543.825867
2059	4.116000	542.778442
2060	4.118000	542.003906
2061	4.120000	542.523254
2062	4.122000	542.266174
2063	4.124000	542.540527
2064	4.126000	541.241455
2065	4.128000	540.722534
2066	4.130000	541.241638
2067	4.132000	540.214478
2068	4.134000	539.444580
2069	4.136000	538.925293
2070	4.138000	538.139404
2071	4.140000	537.627075
2072	4.142000	538.153809
2073	4.144000	536.870667
2074	4.146000	537.142578
2075	4.148000	537.657959
2076	4.150000	536.615601
2077	4.152000	537.146851
2078	4.154000	536.635315
2079	4.156000	536.635193
2080	4.158000	537.166321
2081	4.160000	537.173218
2082	4.162000	536.653931
2083	4.164000	536.914490
2084	4.166000	537.696777
2085	4.168000	536.922852
2086	4.170000	537.962036
2087	4.172000	537.692139
2088	4.174000	538.227539
2089	4.176000	538.496277
2090	4.178000	538.509888
2091	4.180000	539.795654
2092	4.182000	539.814331
2093	4.184000	539.025757
2094	4.186000	540.082520
2095	4.188000	539.046570
2096	4.190000	540.067261
2097	4.192000	539.812927
2098	4.194000	540.074829
2099	4.196000	539.829346
2100	4.198000	539.817566
2101	4.200000	539.822021
2102	4.202000	539.562622
2103	4.204000	539.311462
2104	4.206000	539.834717
2105	4.208000	539.574036
2106	4.210000	540.097168
2107	4.212000	539.337158
2108	4.214000	539.322998
2109	4.216000	540.102905
2110	4.218000	539.326172
2111	4.220000	539.329956
2112	4.222000	539.070435
2113	4.224000	538.799866
2114	4.226000	538.544861
2115	4.228000	539.070801
2116	4.230000	538.548279
2117	4.232000	539.080688
2118	4.234000	539.064148
2119	4.236000	539.326233
2120	4.238000	539.330811
